private_id	age	gender	ethnicity	condition	valence	stimulus	valence_self_report	recognize_vid_self_report	recognize_vid_binary	partner_relationship	face_touching	gaze	AU_intensity	AU_activity	AU01	AU02	AU04	AU05	AU06	AU07	AU09	AU10	AU12	AU14	AU15	AU17	AU20	AU23	AU25	AU26	AU45	AU28_c	AU01_c	AU02_c	AU04_c	AU05_c	AU06_c	AU07_c	AU09_c	AU10_c	AU12_c	AU14_c	AU15_c	AU17_c	AU20_c	AU23_c	AU25_c	AU26_c	AU45_c
2040818	18	Female	White	social	fear	Misery	Neutral	Noneverseenbefore	No	Friend	No	Partner	0.37023347	0.236019161	0.172589214	0.116102051	1.474426772	0.087778137	0.057066042	0.077760375	0.092087034	0.754698046	0.291849669	0.467189569	0.251811723	0.556886808	0.232068464	0.140576457	0.774885354	0.575250283	0.170943	0.000242209	0.129258841	0.146617148	0.920716938	0.749394478	0.037138705	0.049168416	0.032375262	0.342806394	0.047150008	0.273938317	0.205635395	0.278378815	0.057242047	0.020910706	0.256337801	0.172856451	0.528176974
																																																	
2040818	18	Female	White	social	fear	TheShining	Unpleasant	Yesrememberitwell	Yes	Friend	Yes	Screen	0.247585079	0.139908298	0.161712608	0.053180558	1.614242375	0.04361605	0.002854347	0.061701191	0.039282336	0.644252161	0.015483608	0.063785679	0.115064427	0.317819279	0.131958897	0.074597945	0.48710977	0.253635622	0.128649486	0	0.005871799	0.114663187	0.787636601	0.97227206	0.002772794	0.00146795	0.001141739	0.063774262	0.006524221	0.048931659	0.043549176	0.099657478	0.082694503	0.016473658	0.137661067	0.032947317	0.100309901
																																																	
2040818	18	Female	White	social	neutral	Blue(1)	Neutral	Noneverseenbefore	No	Friend	No	Screen	0.251886449	0.203632065	0.164680851	0.039032882	0.940444874	0.020580271	0.07794971	0.03344294	0.066324952	0.722553191	0.321760155	0.488549323	0.06516441	0.41729207	0.135667311	0.026402321	0.401702128	0.225222437	0.135299807	0	0.088974855	0.01934236	0.052224371	1	0.059961315	0.001934236	0	0.81237911	0.073500967	0.733075435	0.011605416	0.234042553	0.069632495	0.257253385	0.119922631	0.007736944	0.123791103
																																																	
2040818	18	Female	White	social	neutral	Blue(2)	Unpleasant	Noneverseenbefore	No	Friend	No	Screen	0.247121011	0.240419796	0.078067591	0.037668977	0.00805026	0.061169844	0.084818024	0.934159445	0.046568458	0.34	0.115918544	0.996039861	0.123968804	0.424835355	0.102634315	0.082495667	0.325025997	0.277989601	0.161646447	0.011265165	0.075389948	0.049393414	0.255632582	0.928076256	0.204506066	0.756499133	0.000866551	0.312824957	0.13084922	0.979202773	0.080589255	0.20797227	0.000866551	0.024263432	0.168110919	0.032062392	0.109185442
																																																	
2040818	18	Female	White	social	neutral	Blue(3)	Unpleasant	Noneverseenbefore	No	Friend	No	Screen	0.252871484	0.232565429	0.140634697	0.051466855	0.005133992	0.047475317	0.074598025	0.920056417	0.023892807	0.085204513	0.236093089	0.723145275	0.20596615	0.639760226	0.142778561	0.260761636	0.25954866	0.336840621	0.145458392	0.071932299	0.228490832	0.045133992	0.062059238	0.788434415	0.200282087	0.616361072	0	0.125528914	0.174894217	0.854724965	0.253878702	0.383638928	0	0	0.060648801	0.227080395	0.093088858
																																																	
